,folder,tag,env,n,save_interval,train_steps,not_save,env_config,env_num,description_original,description,weights,n_steps,gamma,perf,n_ep,hours
95,outside_experiments,Recovery_delayed,Recovery_delayed,0,450000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 4.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function Recovery_delayed.__init__.<locals>.reward_fn at 0x7f5a99f66bf8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks'}",4,first try,first try,,200,0.99,False,10000,47.8792825669
96,outside_experiments,Recovery_direct,Recovery_direct,0,450000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 4.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function Recovery_delayed.__init__.<locals>.reward_fn at 0x7f19a2feac80>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks'}",4,first try,first try,,200,0.99,False,10000,49.1652608647
97,outside_experiments,NWOO_v1.2,NWOO,0,9000,900000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f82745a58c8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Balancing X and Y tracks,Balancing X and Y tracks,,300,0.99,False,10000,33.8180096514
98,outside_experiments,Recovery_dummy,Recovery,0,1000,100000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 4.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function Recovery_delayed.__init__.<locals>.reward_fn at 0x7f2dae907400>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks'}",4,just to have a recovery high level policy,just to have a high-level recovery,policy,100,0.99,False,10000,22.4757449622
99,outside_experiments,NWOO_v1.25,NWOO,900000,18000,2700000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f26fc18db70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,continuing with longer training times,continuing with longer training tim,es,300,0.99,False,10000,38.8449305069
100,outside_experiments,Nav_0.1,Nav,0,20000,1350000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fcbb46bc048>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4,"Running firs try,very non optimal Nav Hierarchical Env","Running firs try, very non-optimal",Nav Hierarchical Env,200,0.99,False,8387,24.3125538864
101,outside_experiments,Nav_n2n,Nav_n2n,0,450000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f6276ca9488>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4,Running firys try of n2n Nav env,Running firys try of n2n Nav env,,200,0.99,False,10000,24.6554029803
102,outside_experiments,Nav_0.1_cont,Nav,877200,20000,1350000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fb1989e3268>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4,Continuation of exp 100,Continuation of exp 100,outside_experiments/100_Nav_0.1/weights_final.pkl,200,0.99,False,4223,12.7686036289
103,outside_experiments,Nav_n2n_cont,Nav_n2n,9000000,450000,27000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f3c47bda510>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4,cont of n2n Nav env 101,cont of n2n Nav env 101,outside_experiments/101_Nav_n2n/weights_final.pkl,200,0.99,False,4515,13.2278272219
104,outside_experiments,Nav_n2n_cont2,Nav_n2n,14856432,450000,27000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f763d10a6a8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4,cont2 of n2n Nav env 101,cont2 of n2n Nav env 101,outside_experiments/103_Nav_n2n_cont/weights_14856432.pkl,200,0.99,False,7943,25.6939231092
105,outside_experiments,Nav_n2n_cont3,Nav_n2n,27000000,900000,45000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fddf26716a8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4,cont3 of n2n Nav env 101,cont3 of n2n Nav env 101,outside_experiments/104_Nav_n2n_cont2/weights_final.pkl,200,0.99,False,10000,38.2922243411
106,,Nav_no_obstacles_exp,Nav_no_obstacles,,,,,,,,,hrl/weights/Nav/v0.1_exp100_weights_final.pkl,,,True,1000,
107,,Nav_no_obstacles_n2n_exp,Nav_no_obstacles_n2n,,,,,,,,,hrl/weights/Nav_n2n/v1.0_exp105_weights_final.pkl,,,True,1000,
108,outside_experiments,CLeft_1.1,Change_to_left,3000000,900000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7fdc437eebf8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Continuing training from last exp,Continuing training from last exp,outside_experiments/82_CLeft/weights_final.pkl,200,0.99,False,10000,43.443397935
109,outside_experiments,CRight_1.1,Change_to_right,3000000,900000,9000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7fd9592d7d08>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Continuing training from last exp,Continuing training from last exp,outside_experiments/83_CRight/weights_final.pkl,200,0.99,False,10000,42.2331769303
110,outside_experiments,Turn_left_v2.1,Turn_left_v2,9000000,900000,18000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fd7fad68bf8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Continuing training from last exp,Continuing training from last exp,outside_experiments/84_Turn_left_v2/weights_final.pkl,200,0.99,False,313,0.1208326475
111,outside_experiments,Turn_left_v2.1,Turn_left_v2,9000000,900000,18000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fb44b260bf8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Continuing training from last exp,Continuing training from last exp,outside_experiments/84_Turn_left_v2/weights_final.pkl,200,0.99,False,10000,78.3825272861
112,outside_experiments,Turn_right_v2.1,Turn_right_v2,9000000,900000,18000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f0bac912bf8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Continuing training from last exp,Continuing training from last exp,outside_experiments/85_Turn_right_v2/weights_final.pkl,200,0.99,False,10000,73.556029125
113,outside_experiments,CLane_v1.2_failed,Change_lane,0,6000,60000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7fa655fa7a60>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,the env now can only take one step and it gets a done,"the env now can only take one step,", and it gets a done,10,0.99,False,10000,7.5
114,outside_experiments,NWO_v1.6,NWO,0,200000,2000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7f4d2bd7fb70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using the new train CLane with the new trained CR and CL and the env starts with zero speed,Using the new train CLane with the,new trained CR and CL and the env starts with zero speed,300,0.99,False,10000,11.1330651839
115,outside_experiments,CRight_1.3,Change_to_right,0,300000,6000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7f479fb45a60>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Training from zero with gamma of 0.8,Training from zero with gamma of 0.,8,200,0.8,False,10000,31.3497387947
116,outside_experiments,CLeft_1.3_FAILED,Change_to_left,0,300000,6000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7faa0ab4aa60>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Training from zero with gamma of 0.8,Training from zero with gamma of 0.,8,200,0.8,False,10000,28
117,outside_experiments,NWO_v1.6_failed,NWO,0,20000,1000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn at 0x7fe224097268>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using the new train CLane with the new trained CR and CL and the env starts with zero speed with a new reward per obstacle of -50 if ANY obstacle is touched,Using the new train CLane with the,new trained CR and CL and the env starts with zero speed with a new reward per obstacle of -50 if ANY obstacle is touched,300,1,False,9606,11.6
118,outside_experiments,NWO_v1.6_FAILED,NWO,0,20000,1000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWO_n2n.__init__.<locals>.reward_fn at 0x7f2c3431d268>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"Gets -50 if obstacle, else 0, and both sub-policies have 50 steps abstraction","Gets -50 if obstacle, else 0, and b",oth sub-policies have 50 steps abstraction,300,0.99,False,6261,4
119,,TLeft_perf_126,Turn_left_v2,,,,,,,,,experiments/111_Turn_left_v2.1/weights_12601008.pkl,,,True,100,
120,,TLeft_perf_108,Turn_left_v2,,,,,,,,,experiments/111_Turn_left_v2.1/weights_10800912.pkl,,,True,100,
121,,TLeft_perf,Turn_left_v2,,,,,,,,,hrl/weights/Turn_left/v1.2_exp84_weights_final.pkl,,,True,100,
122,,TRight_perf,Turn_right_v2,,,,,,,,,hrl/weights/Turn_right/v1.2_exp85_weights_final.pkl,,,True,300,
123,,TRight_perf_126,Turn_right_v2,,,,,,,,,experiments/112_Turn_right_v2.1/weights_12601008.pkl,,,True,300,
124,,TRight_perf_117,Turn_right_v2,,,,,,,,,experiments/112_Turn_right_v2.1/weights_11700960.pkl,,,True,300,
125,outside_experiments,CLeft_1.3,Change_to_left,0,300000,6000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7f54c6fffae8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Training from zero with gamma of 0.8,Training from zero with gamma of 0.,8,200,0.8,False,1312,2.2540112178
126,outside_experiments,Turn_maxsteps4_FAILED,Turn_v2,0,40000,2000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7faac5d2ab70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using maxsteps 4 and new weights,Using max steps 4 and new weights,,50,0.99,False,10000,51
127,outside_experiments,CLeft_1.3,Change_to_left,0,150000,6000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7f01ee772bf8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Training from zero with gamma of 0.8,Training from zero with gamma of 0.,8,200,0.8,False,10000,41.3878848631
128,outside_experiments,CRight_1.3_cont,Change_to_right,3903744,300000,6000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function default_reward_callback at 0x7faaff991ae8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Continuing,Continuing,outside_experiments/115_CRight_1.3/weights_3903744.pkl,200,0.8,False,4433,4.6442902731
129,outside_experiments,NWO_v1.6_cont_FAILED,NWO,20672,20000,1000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWO_n2n.__init__.<locals>.reward_fn at 0x7fa4a848c378>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"Gets -50 if obstacle, else 0, and both sub-policies have 50 steps abstraction - CONTUNUATION","Gets -50 if obstacle, else 0, and b",oth sub-policies have 50 steps abstraction - CONTINUATION,300,0.99,False,10000,13
130,,CRight_perf_final,Change_to_right,,,,,,,,,experiments/128_CRight_1.3_cont/weights_final.pkl,,,True,300,
131,,CRight_perf_2.4m,Change_to_right,,,,,,,,,experiments/115_CRight_1.3/weights_2402304.pkl,,,True,300,
132,,CRight_perf_3.3m,Change_to_right,,,,,,,,,experiments/115_CRight_1.3/weights_3303168.pkl,,,True,300,
133,,CRight_perf_pol,Change_to_right,,,,,,,,,hrl/weights/CRight/v1.1_exp109_weights_final.pkl,,,True,300,
134,outside_experiments,CL_B,Change_lane_B,0,100000,2000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function Change_lane_B.__init__.<locals>.reward_fn_CL_B at 0x7fc01e6b6ea0>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using the new B env for CL,Using the new B env for CL,,50,0.99,False,10000,23.4899407886
135,outside_experiments,CL_B_cont,Change_lane_B,2000000,100000,5000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function Change_lane_B.__init__.<locals>.reward_fn_CL_B at 0x7fac1c7d3d90>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using the new B env for CL,Using the new B env for CL,outside_experiments/134_CL_B/weights_final.pkl,50,0.99,False,10000,23.0214551872
136,outside_experiments,Turn_maxsteps4_new,Turn_v2,0,40000,2000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f2c36398d90>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"Using maxsteps 4 and new weights, plus increasing n_steps to 200","Using max steps 4 and new weights,",plus increasing n_steps to 200,200,0.99,False,10000,20.7473633483
137,outside_experiments,CLeft_1.31_FAILED,Change_to_left,6000000,150000,12000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function Keep_lane.__init__.<locals>.reward_fn_KL at 0x7f0274adeea0>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Training from zero with gamma of 0.8 continuing,Training from zero with gamma of 0.,8 continuing,200,0.8,False,7496,7
138,,CLeft_perf_127_final,Change_to_left,,,,,,,,,experiments/127_CLeft_1.3/weights_final.pkl,,,True,300,
139,,CLeft__perf_127_5.85m,Change_to_left,,,,,,,,,experiments/127_CLeft_1.3/weights_5855616.pkl,,,True,300,
140,,CLeft__perf_pol,Change_to_left,,,,,,,,,hrl/weights/CLeft/v1.1_exp108_weights_final.pkl,,,True,300,
141,,CLeft__perf_4.05m,Change_to_left,,,,,,,,,experiments/127_CLeft_1.3/weights_4053888.pkl,,,True,300,
145,,CLane_final_135_2.50m,Change_lane_B,,,,,,,,,experiments/135_CL_B_cont/weights_2000208.pkl,,,True,300,
146,,CLane_final_perf_135_2.00m,Change_lane_B,,,,,,,,,experiments/135_CL_B_cont/weights_2500448.pkl,,,True,300,
147,outside_experiments,Turn_maxsteps4_new_cont,Turn_v2,856800,40000,2000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f90fdffed90>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,"Using maxsteps 4 and new weights, plus increasing n_steps to 200","Using max steps 4 and new weights,",plus increasing n_steps to 200,200,0.99,False,10000,25.5517362444
148,outside_experiments,NWO_2.0,NWO,0,60000,3000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWO_n2n.__init__.<locals>.reward_fn at 0x7f9376f78598>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,Using the CLane that actually avoid obstacles,Using the CLane that avoid obstacle,s,200,0.99,False,10000,32.7030148994
149,,CLane_final_perf_134_final,Turn_v2,,,,,,,,,experiments/147_Turn_maxsteps4_new_cont/weights_1755216.pkl,,,True,300,
150,,Turn_perf_147_1.3472m,Turn_v2,,,,,,,,,experiments/147_Turn_maxsteps4_new_cont/weights_1347216.pkl,,,True,300,
151,,Turn_perf_147_final,Turn_v2,,,,,,,,,experiments/147_Turn_maxsteps4_new_cont/weights_final.pkl,,,True,300,
152,,Turn_perf_136_856k,Turn_v2,,,,,,,,,experiments/136_Turn_maxsteps4_new/weights_856800.pkl,,,True,300,
153,,Turn_perf_exp136_489k,Turn_v2,,,,,,,,,experiments/136_Turn_maxsteps4_new/weights_489600.pkl,,,True,300,
154,outside_experiments,X_max_steps_v1.1,X_v2,0,60000,3000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7fbe50328620>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,X_v2 with new Turn weights and maxsteps=4,X_v2 with new Turn weights and maxs,teps=4,200,0.99,False,10000,30.6034315381
155,,Delayed_perf,Recovery_direct,,,,,,,,,hrl/weights/De/v1.0_exp95_weights_final.pkl,,,True,300,
156,,Direct_perf,Recovery_direct,,,,,,,,,hrl/weights/D/v1.0_exp96_weights_final.pkl,,,True,300,
157,,NWO_perf_148_final,NWO,,,,,,,,,experiments/148_NWO_2.0/weights_final.pkl,,,True,300,
158,,NWO_perf_148_2.77m,NWO,,,,,,,,,experiments/148_NWO_2.0/weights_2777664.pkl,,,True,300,
159,,NWO_perf_148_2.05m,NWO,,,,,,,,,experiments/148_NWO_2.0/weights_2053056.pkl,,,True,300,
160,outside_experiments,X_max_steps_v1.1_NEW,X_v2,0,60000,3000000,0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f26a03707b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4,X_v2 with new Turn weights and maxsteps=4,X_v2 with new Turn weights and maxs,teps=4,200,0.99,False,10000,65.8208712806
161,,X_perf_748k,X_v2,,,,,,,,,experiments/160_X_max_steps_v1.1_NEW/weights_784992.pkl,,,True,300,
162,,X_perf_543k,X_v2,,,,,,,,,experiments/160_X_max_steps_v1.1_NEW/weights_543456.pkl,,,True,300,
